year,date,tournament,h_team,a_team,h_elo,a_elo,h_score,a_score,location,neutral
"2,022",June 6,CONCACAF Nations League C,US Virgin Islands,Turks and Caicos Islands,665,757,3,2,in the US Virgin Islands,0
"2,022",June 6,CONCACAF Nations League C,Cayman Islands,British Virgin Islands,882,603,1,1,in the Cayman Islands,0
"2,022",June 6,CONCACAF Nations League C,Bonaire,Sint Maarten,987,762,2,2,in Curaçao,1
"2,022",June 6,CONCACAF Nations League C,Aruba,Saint Martin,906,852,3,0,in Curaçao,1
"2,022",June 6,CONCACAF Nations League B,Trinidad and Tobago,Bahamas,"1,342",876,1,0,in Trinidad and Tobago,0
"2,022",June 6,CONCACAF Nations League B,Saint Vincent and the Grenadines,Nicaragua,"1,086","1,256",2,2,in Saint Vincent and the Grenadines,0
"2,022",June 6,CONCACAF Nations League A,Honduras,Curaçao,"1,459","1,382",1,2,in Honduras,0
"2,022",June 7,African Nations Cup qualifier,Zambia,Comoros,"1,414","1,293",2,1,in Zambia,0
"2,022",June 7,African Nations Cup qualifier,Senegal,Rwanda,"1,736","1,270",1,0,in Senegal,0
"2,022",June 7,African Nations Cup qualifier,Cape Verde,Togo,"1,453","1,339",2,0,in Morocco,1
"2,022",June 7,African Nations Cup qualifier,Burkina Faso,Eswatini,"1,574","1,281",3,1,in South Africa,1
"2,022",June 7,European Nations League C,Lithuania,Turkey,"1,291","1,718",0,6,in Lithuania,0
"2,022",June 7,European Nations League C,Faroe Islands,Luxembourg,"1,245","1,426",0,1,in the Faroe Islands,0
"2,022",June 7,European Nations League B,Finland,Montenegro,"1,689","1,551",2,0,in Finland,0
"2,022",June 7,European Nations League B,Bosnia and Herzegovina,Romania,"1,600","1,622",1,0,in Bosnia and Herzegovina,0
"2,022",June 7,European Nations League A,Italy,Hungary,"1,962","1,758",2,1,in Italy,0
"2,022",June 7,European Nations League A,Germany,England,"1,973","2,008",1,1,in Germany,0
"2,022",June 7,World Cup qualifier,Australia,United Arab Emirates,"1,683","1,510",2,1,in Qatar,1
"2,022",June 7,CONCACAF Nations League B,Haiti,Montserrat,"1,505",932,3,2,in the Dominican Republic,1
"2,022",June 7,CONCACAF Nations League B,Guyana,Bermuda,"1,196","1,257",2,1,in Guyana,0
"2,022",June 7,CONCACAF Nations League A,Jamaica,Suriname,"1,529","1,329",3,1,in Jamaica,0
"2,022",June 7,CONCACAF Nations League A,Grenada,El Salvador,"1,123","1,503",2,2,in Grenada,0
"2,022",June 8,Asian Cup qualifier,Uzbekistan,Sri Lanka,"1,541",685,3,0,in Uzbekistan,0
"2,022",June 8,Asian Cup qualifier,Thailand,Maldives,"1,397",910,3,0,in Uzbekistan,1
"2,022",June 8,Asian Cup qualifier,Tajikistan,Myanmar,"1,278",965,4,0,in Kyrgyzstan,1
"2,022",June 8,Asian Cup qualifier,Yemen,Philippines,"1,169","1,092",0,0,in Mongolia,1
"2,022",June 8,Asian Cup qualifier,Mongolia,Palestine,762,"1,401",0,1,in Mongolia,0
"2,022",June 8,Asian Cup qualifier,Malaysia,Turkmenistan,"1,164","1,284",3,1,in Malaysia,0
"2,022",June 8,Asian Cup qualifier,Kyrgyzstan,Singapore,"1,257","1,121",2,1,in Kyrgyzstan,0
"2,022",June 8,Asian Cup qualifier,Kuwait,Indonesia,"1,349","1,208",1,2,in Kuwait,0
"2,022",June 8,Asian Cup qualifier,Jordan,Nepal,"1,542",939,2,0,in Kuwait,1
"2,022",June 8,Asian Cup qualifier,India,Cambodia,"1,193",862,2,0,in India,0
"2,022",June 8,Asian Cup qualifier,Hong Kong,Afghanistan,"1,144","1,138",2,1,in India,1
"2,022",June 8,Asian Cup qualifier,Bahrain,Bangladesh,"1,505",849,2,0,in Malaysia,1
"2,022",June 8,African Nations Cup qualifier,Uganda,Niger,"1,426","1,245",1,1,in Uganda,0
"2,022",June 8,African Nations Cup qualifier,Tanzania,Algeria,"1,316","1,692",0,2,in Tanzania,0
"2,022",June 8,African Nations Cup qualifier,Sudan,Democratic Republic of Congo,"1,278","1,476",2,1,in Sudan,0
"2,022",June 8,African Nations Cup qualifier,Gabon,Mauritania,"1,484","1,356",0,0,in Gabon,0
"2,022",June 8,African Nations Cup qualifier,Congo,Gambia,"1,292","1,448",1,0,in Congo,0
"2,022",June 8,African Nations Cup qualifier,Benin,Mozambique,"1,457","1,279",0,1,in Benin,0
"2,022",June 8,European Nations League B,Scotland,Armenia,"1,699","1,526",2,0,in Scotland,0
"2,022",June 8,European Nations League B,Ireland,Ukraine,"1,666","1,832",0,1,in Ireland,0
"2,022",June 8,European Nations League A,Wales,Netherlands,"1,841","1,993",1,2,in Wales,0
"2,022",June 8,European Nations League A,Belgium,Poland,"2,014","1,816",6,1,in Belgium,0
"2,022",June 9,Friendly,Venezuela,Saudi Arabia,"1,676","1,630",1,0,in Spain,1
"2,022",June 9,Friendly,San Marino,Iceland,783,"1,547",0,1,in San Marino,0
"2,022",June 9,Friendly,Oman,New Zealand,"1,556","1,554",0,0,in Qatar,1
"2,022",June 9,African Nations Cup qualifier,Nigeria,Sierra Leone,"1,637","1,359",2,1,in Nigeria,0
"2,022",June 9,African Nations Cup qualifier,Morocco,South Africa,"1,729","1,544",2,1,in Morocco,0
"2,022",June 9,African Nations Cup qualifier,Mali,South Sudan,"1,614","1,107",3,1,in Uganda,1
"2,022",June 9,African Nations Cup qualifier,Ivory Coast,Lesotho,"1,691","1,201",0,0,in South Africa,1
"2,022",June 9,African Nations Cup qualifier,Guinea-Bissau,São Tomé and Príncipe,"1,381","1,087",5,1,in Morocco,1
"2,022",June 9,African Nations Cup qualifier,Guinea,Malawi,"1,381","1,326",1,0,in Guinea,0
"2,022",June 9,African Nations Cup qualifier,Egypt,Ethiopia,"1,698","1,306",0,2,in Malawi,1
"2,022",June 9,African Nations Cup qualifier,Cameroon,Burundi,"1,631","1,264",1,0,in Tanzania,1
"2,022",June 9,European Nations League D,Malta,Estonia,"1,262","1,386",1,2,in Malta,0
"2,022",June 9,European Nations League C,North Macedonia,Georgia,"1,663","1,608",0,3,in North Macedonia,0
"2,022",June 9,European Nations League C,Kosovo,Northern Ireland,"1,508","1,572",3,2,in Kosovo,0
"2,022",June 9,European Nations League C,Greece,Cyprus,"1,710","1,320",3,0,in Greece,0
"2,022",June 9,European Nations League C,Gibraltar,Bulgaria,"1,045","1,474",1,1,in Gibraltar,0
"2,022",June 9,European Nations League B,Sweden,Serbia,"1,804","1,825",0,1,in Sweden,0
"2,022",June 9,European Nations League B,Norway,Slovenia,"1,805","1,593",0,0,in Norway,0
"2,022",June 9,European Nations League A,Switzerland,Spain,"1,881","2,026",0,1,in Switzerland,0
"2,022",June 9,European Nations League A,Portugal,Czechia,"2,012","1,847",2,0,in Portugal,0
"2,022",June 9,CONCACAF Nations League C,Dominica,Saint Lucia,"1,016","1,027",0,1,in Dominica,0
"2,022",June 9,CONCACAF Nations League C,Cayman Islands,Puerto Rico,866,"1,059",0,3,in the Cayman Islands,0
"2,022",June 9,CONCACAF Nations League C,Saint Kitts and Nevis,Aruba,"1,187",936,3,2,in Curaçao,1
"2,022",June 9,CONCACAF Nations League B,Cuba,Antigua and Barbuda,"1,279","1,200",2,0,in Saint Kitts and Nevis,1
"2,022",June 9,CONCACAF Nations League B,Belize,French Guiana,"1,073","1,334",1,1,in Belize,0
"2,022",June 9,CONCACAF Nations League B,Guadeloupe,Barbados,"1,198","1,024",1,0,in Saint Lucia,1
"2,022",June 9,CONCACAF Nations League A,Panama,Martinique,"1,647","1,390",5,0,in Panama,0
"2,022",June 9,CONCACAF Nations League A,Canada,Curaçao,"1,798","1,411",4,0,in Canada,0
"2,022",June 10,Friendly tournament,Chile,Tunisia,"1,758","1,613",0,2,in Japan,1
"2,022",June 10,Friendly,South Korea,Paraguay,"1,803","1,717",2,2,in South Korea,0
"2,022",June 10,Friendly tournament,Japan,Ghana,"1,802","1,536",4,1,in Japan,0
"2,022",June 10,European Nations League D,Moldova,Latvia,"1,228","1,350",2,4,in Moldova,0
"2,022",June 10,European Nations League D,Andorra,Liechtenstein,"1,072","1,052",2,1,in Andorra,0
"2,022",June 10,European Nations League C,Belarus,Kazakhstan,"1,454","1,387",1,1,in Serbia,1
"2,022",June 10,European Nations League C,Azerbaijan,Slovakia,"1,292","1,649",0,1,in Azerbaijan,0
"2,022",June 10,European Nations League B,Albania,Israel,"1,586","1,616",1,2,in Albania,0
"2,022",June 10,European Nations League A,Denmark,Croatia,"1,984","1,809",0,1,in Denmark,0
"2,022",June 10,European Nations League A,Austria,France,"1,760","2,074",1,1,in Austria,0
"2,022",June 10,CONCACAF Nations League B,Saint Vincent and the Grenadines,Trinidad and Tobago,"1,090","1,343",0,2,in Saint Vincent and the Grenadines,0
"2,022",June 10,CONCACAF Nations League B,Dominican Republic,Guatemala,"1,185","1,465",1,1,in the Dominican Republic,0
"2,022",June 10,CONCACAF Nations League B,Bahamas,Nicaragua,875,"1,252",0,2,in the Bahamas,0
"2,022",June 10,CONCACAF Nations League A,United States,Grenada,"1,831","1,136",5,0,in the United States,0
"2,022",June 11,Asian Cup qualifier,Uzbekistan,Maldives,"1,541",906,4,0,in Uzbekistan,0
"2,022",June 11,Asian Cup qualifier,Turkmenistan,Bangladesh,"1,252",848,2,1,in Malaysia,1
"2,022",June 11,Asian Cup qualifier,Thailand,Sri Lanka,"1,401",685,2,0,in Uzbekistan,1
"2,022",June 11,Asian Cup qualifier,Tajikistan,Singapore,"1,289","1,113",1,0,in Kyrgyzstan,1
"2,022",June 11,Asian Cup qualifier,Palestine,Yemen,"1,403","1,165",5,0,in Mongolia,1
"2,022",June 11,Asian Cup qualifier,Mongolia,Philippines,760,"1,096",0,1,in Mongolia,0
"2,022",June 11,Asian Cup qualifier,Malaysia,Bahrain,"1,196","1,506",1,2,in Malaysia,0
"2,022",June 11,Asian Cup qualifier,Kyrgyzstan,Myanmar,"1,265",954,2,0,in Kyrgyzstan,0
"2,022",June 11,Asian Cup qualifier,Kuwait,Nepal,"1,317",937,4,1,in Kuwait,0
"2,022",June 11,Asian Cup qualifier,Jordan,Indonesia,"1,544","1,240",1,0,in Kuwait,1
"2,022",June 11,Asian Cup qualifier,India,Afghanistan,"1,198","1,118",2,1,in India,0
"2,022",June 11,Asian Cup qualifier,Hong Kong,Cambodia,"1,164",857,3,0,in India,1
"2,022",June 11,European Nations League C,Luxembourg,Turkey,"1,441","1,729",0,2,in Luxembourg,0
"2,022",June 11,European Nations League C,Faroe Islands,Lithuania,"1,230","1,280",2,1,in the Faroe Islands,0
"2,022",June 11,European Nations League B,Ukraine,Armenia,"1,848","1,516",3,0,in Poland,1
"2,022",June 11,European Nations League B,Romania,Finland,"1,606","1,701",1,0,in Romania,0
"2,022",June 11,European Nations League B,Montenegro,Bosnia and Herzegovina,"1,539","1,616",1,1,in Montenegro,0
"2,022",June 11,European Nations League B,Ireland,Scotland,"1,650","1,709",3,0,in Ireland,0
"2,022",June 11,European Nations League A,Wales,Belgium,"1,824","2,026",1,1,in Wales,0
"2,022",June 11,European Nations League A,Netherlands,Poland,"2,010","1,804",2,2,in the Netherlands,0
"2,022",June 11,European Nations League A,Hungary,Germany,"1,752","1,969",1,1,in Hungary,0
"2,022",June 11,European Nations League A,England,Italy,"2,012","1,968",0,0,in England,0
"2,022",June 11,CONCACAF Nations League C,US Virgin Islands,Bonaire,685,976,0,2,in the US Virgin Islands,0
"2,022",June 11,CONCACAF Nations League C,Sint Maarten,Turks and Caicos Islands,773,737,8,2,in Curaçao,1
"2,022",June 11,CONCACAF Nations League B,Bermuda,Montserrat,"1,239",931,2,3,in the Dominican Republic,1
"2,022",June 11,CONCACAF Nations League B,Guyana,Haiti,"1,214","1,506",2,6,in Guyana,0
"2,022",June 11,CONCACAF Nations League A,Mexico,Suriname,"1,831","1,320",3,0,in Mexico,0
"2,022",June 11,Friendly,Uruguay,Panama,"1,937","1,656",5,0,in Uruguay,0
"2,022",June 11,Friendly,Ecuador,Cape Verde,"1,845","1,473",1,0,in the United States,1
"2,022",June 12,Friendly,Iran,Algeria,"1,820","1,702",1,2,in Qatar,1
"2,022",June 12,European Nations League D,Malta,San Marino,"1,243",783,1,0,in Malta,0
"2,022",June 12,European Nations League C,North Macedonia,Gibraltar,"1,613","1,060",4,0,in North Macedonia,0
"2,022",June 12,European Nations League C,Northern Ireland,Cyprus,"1,554","1,316",2,2,in Northern Ireland,0
"2,022",June 12,European Nations League C,Greece,Kosovo,"1,714","1,526",2,0,in Greece,0
"2,022",June 12,European Nations League C,Georgia,Bulgaria,"1,658","1,459",0,0,in Georgia,0
"2,022",June 12,European Nations League B,Slovenia,Serbia,"1,607","1,849",2,2,in Slovenia,0
"2,022",June 12,European Nations League B,Norway,Sweden,"1,791","1,780",3,2,in Norway,0
"2,022",June 12,European Nations League A,Switzerland,Portugal,"1,864","2,023",1,0,in Switzerland,0
"2,022",June 12,European Nations League A,Spain,Czechia,"2,043","1,836",2,0,in Spain,0
"2,022",June 12,CONCACAF Nations League C,Saint Lucia,Anguilla,"1,052",624,2,0,in Saint Lucia,0
"2,022",June 12,CONCACAF Nations League C,Saint Kitts and Nevis,Saint Martin,"1,195",822,1,1,in Saint Kitts and Nevis,0
"2,022",June 12,CONCACAF Nations League C,Puerto Rico,British Virgin Islands,"1,085",619,6,0,in Puerto Rico,0
"2,022",June 12,CONCACAF Nations League B,Guadeloupe,Barbados,"1,209","1,013",2,1,in Guadeloupe,0
"2,022",June 12,CONCACAF Nations League B,Cuba,Antigua and Barbuda,"1,302","1,177",3,1,in Cuba,0
"2,022",June 12,CONCACAF Nations League A,Martinique,Panama,"1,381","1,652",0,0,in Martinique,0
"2,022",June 13,African Nations Cup qualifier,Nigeria,São Tomé and Príncipe,"1,641","1,075",10,0,in Morocco,1
"2,022",June 13,African Nations Cup qualifier,Morocco,Liberia,"1,735","1,321",2,0,in Morocco,0
"2,022",June 13,African Nations Cup qualifier,Guinea-Bissau,Sierra Leone,"1,393","1,355",2,2,in Guinea,1
"2,022",June 13,Friendly,Albania,Estonia,"1,562","1,405",0,0,in Albania,0
"2,022",June 13,European Nations League C,Kazakhstan,Slovakia,"1,391","1,656",2,1,in Kazakhstan,0
"2,022",June 13,European Nations League C,Azerbaijan,Belarus,"1,285","1,450",2,0,in Azerbaijan,0
"2,022",June 13,European Nations League B,Iceland,Israel,"1,547","1,640",2,2,in Iceland,0
"2,022",June 13,European Nations League A,France,Croatia,"2,063","1,842",0,1,in France,0
"2,022",June 13,European Nations League A,Denmark,Austria,"1,951","1,771",2,0,in Denmark,0
"2,022",June 13,World Cup qualifier,Peru,Australia,"1,859","1,694",0,0,in Qatar,1
"2,022",June 13,CONCACAF Nations League B,Trinidad and Tobago,Saint Vincent and the Grenadines,"1,361","1,072",4,1,in Trinidad and Tobago,0
"2,022",June 13,CONCACAF Nations League B,Nicaragua,Bahamas,"1,262",865,4,0,in Nicaragua,0
"2,022",June 13,CONCACAF Nations League B,Guatemala,Dominican Republic,"1,455","1,195",2,0,in Guatemala,0
"2,022",June 13,CONCACAF Nations League A,Honduras,Canada,"1,430","1,802",2,1,in Honduras,0
"2,022",June 14,Friendly,South Korea,Egypt,"1,798","1,644",4,1,in South Korea,0
"2,022",June 14,Friendly tournament,Japan,Tunisia,"1,808","1,644",0,3,in Japan,0
"2,022",June 14,Friendly tournament,Chile,Ghana,"1,727","1,530",0,0,in Japan,1
"2,022",June 14,Asian Cup qualifier,Uzbekistan,Thailand,"1,542","1,402",2,0,in Uzbekistan,0
"2,022",June 14,Asian Cup qualifier,Singapore,Myanmar,"1,102",949,6,2,in Kyrgyzstan,1
"2,022",June 14,Asian Cup qualifier,Palestine,Philippines,"1,419","1,104",4,0,in Mongolia,1
"2,022",June 14,Asian Cup qualifier,Mongolia,Yemen,752,"1,149",2,0,in Mongolia,0
"2,022",June 14,Asian Cup qualifier,Maldives,Sri Lanka,905,684,1,0,in Uzbekistan,1
"2,022",June 14,Asian Cup qualifier,Malaysia,Bangladesh,"1,187",844,4,1,in Malaysia,0
"2,022",June 14,Asian Cup qualifier,Kyrgyzstan,Tajikistan,"1,270","1,300",0,0,in Kyrgyzstan,0
"2,022",June 14,Asian Cup qualifier,Kuwait,Jordan,"1,321","1,550",0,3,in Kuwait,0
"2,022",June 14,Asian Cup qualifier,Indonesia,Nepal,"1,234",933,7,0,in Kuwait,1
"2,022",June 14,Asian Cup qualifier,India,Hong Kong,"1,208","1,174",4,0,in India,0
"2,022",June 14,Asian Cup qualifier,Bahrain,Turkmenistan,"1,515","1,256",1,0,in Malaysia,1
"2,022",June 14,Asian Cup qualifier,Afghanistan,Cambodia,"1,108",847,2,2,in India,1
"2,022",June 14,European Nations League D,Moldova,Andorra,"1,200","1,085",2,1,in Moldova,0
"2,022",June 14,European Nations League D,Liechtenstein,Latvia,"1,039","1,378",0,2,in Liechtenstein,0
"2,022",June 14,European Nations League C,Turkey,Lithuania,"1,744","1,263",2,0,in Turkey,0
"2,022",June 14,European Nations League C,Luxembourg,Faroe Islands,"1,426","1,247",2,2,in Luxembourg,0
"2,022",June 14,European Nations League B,Romania,Montenegro,"1,626","1,538",0,3,in Romania,0
"2,022",June 14,European Nations League B,Ukraine,Ireland,"1,857","1,681",1,1,in Poland,1
"2,022",June 14,European Nations League B,Bosnia and Herzegovina,Finland,"1,617","1,681",3,2,in Bosnia and Herzegovina,0
"2,022",June 14,European Nations League B,Armenia,Scotland,"1,507","1,678",1,4,in Armenia,0
"2,022",June 14,European Nations League A,Poland,Belgium,"1,818","2,020",0,1,in Poland,0
"2,022",June 14,European Nations League A,Netherlands,Wales,"1,996","1,830",3,2,in the Netherlands,0
"2,022",June 14,European Nations League A,Germany,Italy,"1,963","1,976",5,2,in Germany,0
"2,022",June 14,European Nations League A,England,Hungary,"2,004","1,758",0,4,in England,0
"2,022",June 14,World Cup qualifier,Costa Rica,New Zealand,"1,715","1,554",1,0,in Qatar,1
"2,022",June 14,CONCACAF Nations League C,Turks and Caicos Islands,Sint Maarten,699,811,2,0,in Turks and Caicos Islands,0
"2,022",June 14,CONCACAF Nations League C,Bonaire,US Virgin Islands,991,670,2,0,in Curaçao,1
"2,022",June 14,CONCACAF Nations League B,Haiti,Guyana,"1,525","1,195",6,0,in the Dominican Republic,1
"2,022",June 14,CONCACAF Nations League B,French Guiana,Belize,"1,325","1,082",1,0,in French Guiana,0
"2,022",June 14,CONCACAF Nations League A,Jamaica,Mexico,"1,538","1,833",1,1,in Jamaica,0
"2,022",June 14,CONCACAF Nations League A,El Salvador,United States,"1,490","1,832",1,1,in El Salvador,0
"2,022",July 5,COSAFA Cup,Botswana,Seychelles,"1,308",905,1,0,in South Africa,1
"2,022",July 5,COSAFA Cup,Angola,Comoros,"1,393","1,284",3,1,in South Africa,1
"2,022",July 6,COSAFA Cup,Malawi,Lesotho,"1,314","1,219",1,2,in South Africa,1
"2,022",July 6,COSAFA Cup,Eswatini,Mauritius,"1,272",965,3,0,in South Africa,1
"2,022",July 7,COSAFA Cup,Botswana,Comoros,"1,312","1,263",1,0,in South Africa,1
"2,022",July 7,COSAFA Cup,Angola,Seychelles,"1,414",901,3,0,in South Africa,1
"2,022",July 8,COSAFA Cup,Lesotho,Mauritius,"1,244",955,2,1,in South Africa,1
"2,022",July 8,COSAFA Cup,Malawi,Eswatini,"1,289","1,282",1,1,in South Africa,1
"2,022",July 10,COSAFA Cup,Malawi,Mauritius,"1,289",949,2,0,in South Africa,1
"2,022",July 10,COSAFA Cup,Eswatini,Lesotho,"1,282","1,250",2,0,in South Africa,1
"2,022",July 10,COSAFA Cup,Comoros,Seychelles,"1,246",898,2,1,in South Africa,1
"2,022",July 10,COSAFA Cup,Angola,Botswana,"1,417","1,329",0,1,in South Africa,1
"2,022",July 12,COSAFA Cup,Namibia,Madagascar,"1,339","1,316",2,0,in South Africa,1
"2,022",July 12,COSAFA Cup,Zambia,Botswana,"1,423","1,354",1,1,in South Africa,1
"2,022",July 13,COSAFA Cup,South Africa,Mozambique,"1,538","1,312",0,0,in South Africa,0
"2,022",July 13,COSAFA Cup,Senegal,Eswatini,"1,737","1,309",1,1,in South Africa,1
"2,022",July 15,COSAFA Cup,Senegal,Zambia,"1,720","1,419",3,4,in South Africa,1
"2,022",July 15,COSAFA Cup,South Africa,Madagascar,"1,523","1,288",2,1,in South Africa,0
"2,022",July 15,COSAFA Cup,Namibia,Mozambique,"1,367","1,327",1,0,in South Africa,1
"2,022",July 15,COSAFA Cup,Botswana,Eswatini,"1,358","1,326",2,0,in South Africa,1
"2,022",July 16,Friendly,Philippines,East Timor,"1,093",625,4,1,in Indonesia,1
"2,022",July 17,COSAFA Cup,South Africa,Botswana,"1,528","1,385",2,1,in South Africa,0
"2,022",July 17,COSAFA Cup,Senegal,Mozambique,"1,686","1,309",1,1,in South Africa,1
"2,022",July 17,COSAFA Cup,Zambia,Namibia,"1,453","1,385",1,0,in South Africa,1
"2,022",July 18,Friendly,Mauritius,Seychelles,942,893,2,0,in Mauritius,0
"2,022",July 19,East Asian Championship,Japan,Hong Kong,"1,765","1,150",6,0,in Japan,0
"2,022",July 20,East Asian Championship,South Korea,China,"1,805","1,453",3,0,in Japan,1
"2,022",July 24,East Asian Championship,South Korea,Hong Kong,"1,813","1,149",3,0,in Japan,1
"2,022",July 24,East Asian Championship,Japan,China,"1,766","1,445",0,0,in Japan,0
"2,022",July 27,East Asian Championship,Japan,South Korea,"1,749","1,814",3,0,in Japan,0
"2,022",July 27,East Asian Championship,China,Hong Kong,"1,462","1,148",1,0,in Japan,1
"2,022",August 26,Friendly tournament,Qatar,Jamaica,"1,663","1,548",1,1,in Austria,1
"2,022",August 31,Friendly,Mexico,Paraguay,"1,823","1,722",0,1,in the United States,1
"2,022",September 17,Melanesian Cup,Fiji,New Caledonia,"1,235","1,210",1,0,in Vanuatu,1
"2,022",September 21,Friendly tournament,Vietnam,Singapore,"1,374","1,124",4,0,in Vietnam,0
"2,022",September 21,Friendly,San Marino,Seychelles,781,884,0,0,in San Marino,0
"2,022",September 21,Friendly,Morocco,Madagascar,"1,738","1,283",1,0,in Morocco,0
"2,022",September 21,Friendly tournament,Libya,Uganda,"1,334","1,413",0,0,in Libya,0
"2,022",September 21,Friendly,Hong Kong,Myanmar,"1,142",927,2,0,in Hong Kong,0
"2,022",September 21,Friendly tournament,Brunei,Maldives,614,914,0,3,in Brunei,0
"2,022",September 21,Melanesian Cup,Solomon Islands,New Caledonia,"1,207","1,191",1,0,in Vanuatu,1
"2,022",September 21,European Nations League B,Scotland,Ukraine,"1,706","1,848",3,0,in Scotland,0
"2,022",September 22,Friendly,Tunisia,Comoros,"1,687","1,251",1,0,in France,1
"2,022",September 22,Friendly,Suriname,Nicaragua,"1,318","1,266",2,1,in the Netherlands,1
"2,022",September 22,Friendly,Venezuela,Iceland,"1,685","1,547",0,1,in Austria,1
"2,022",September 22,Friendly,Cambodia,Bangladesh,860,839,0,1,in Cambodia,0
"2,022",September 22,Friendly,Australia,New Zealand,"1,703","1,543",1,0,in Australia,0
"2,022",September 22,King's Cup,Thailand,Malaysia,"1,390","1,192",1,1,in Thailand,0
"2,022",September 22,King's Cup,Trinidad and Tobago,Tajikistan,"1,368","1,304",1,2,in Thailand,1
"2,022",September 22,European Nations League D,Liechtenstein,Andorra,"1,027","1,076",0,2,in Liechtenstein,0
"2,022",September 22,European Nations League D,Latvia,Moldova,"1,390","1,209",1,2,in Latvia,0
"2,022",September 22,European Nations League C,Turkey,Luxembourg,"1,746","1,413",3,3,in Turkey,0
"2,022",September 22,European Nations League C,Slovakia,Azerbaijan,"1,627","1,321",1,2,in Slovakia,0
"2,022",September 22,European Nations League C,Lithuania,Faroe Islands,"1,261","1,260",1,1,in Lithuania,0
"2,022",September 22,European Nations League C,Kazakhstan,Belarus,"1,420","1,414",2,1,in Kazakhstan,0
"2,022",September 22,European Nations League A,Poland,Netherlands,"1,804","2,003",0,2,in Poland,0
"2,022",September 22,European Nations League A,France,Austria,"2,028","1,761",2,0,in France,0
"2,022",September 22,European Nations League A,Croatia,Denmark,"1,877","1,961",2,1,in Croatia,0
"2,022",September 22,European Nations League A,Belgium,Wales,"2,034","1,823",2,1,in Belgium,0
"2,022",September 23,Friendly,Cameroon,Uzbekistan,"1,635","1,554",0,2,in South Korea,1
"2,022",September 23,Friendly,South Korea,Costa Rica,"1,783","1,726",2,2,in South Korea,0
"2,022",September 23,Friendly,Paraguay,United Arab Emirates,"1,735","1,499",1,0,in Austria,1
"2,022",September 23,Friendly,Morocco,Chile,"1,739","1,719",2,0,in Spain,1
"2,022",September 23,Friendly,Mali,Zambia,"1,617","1,469",1,0,in Mali,0
"2,022",September 23,Friendly tournament,Jordan,Syria,"1,573","1,459",2,0,in Jordan,0
"2,022",September 23,Friendly,United States,Japan,"1,820","1,780",0,2,in Germany,1
"2,022",September 23,Friendly tournament,Iraq,Oman,"1,563","1,556",1,1,in Jordan,1
"2,022",September 23,Friendly,Uruguay,Iran,"1,941","1,807",0,1,in Austria,1
"2,022",September 23,Friendly,Ethiopia,Sudan,"1,360","1,303",1,1,in Ethiopia,0
"2,022",September 23,Friendly,Equatorial Guinea,Rwanda,"1,442","1,269",0,0,in Morocco,1
"2,022",September 23,Friendly tournament,Egypt,Niger,"1,637","1,258",3,0,in Egypt,0
"2,022",September 23,Friendly,Ecuador,Saudi Arabia,"1,847","1,621",0,0,in Spain,1
"2,022",September 23,Friendly,Canada,Qatar,"1,769","1,658",2,0,in Austria,1
"2,022",September 23,Friendly,Burkina Faso,Democratic Republic of Congo,"1,583","1,451",1,0,in Morocco,1
"2,022",September 23,Friendly,Brazil,Ghana,"2,166","1,538",3,0,in France,1
"2,022",September 23,Friendly,Bahrain,Cape Verde,"1,522","1,471",1,2,in Bahrain,0
"2,022",September 23,Friendly,Argentina,Honduras,"2,139","1,463",3,0,in the United States,1
"2,022",September 23,Friendly,Algeria,Guinea,"1,715","1,393",1,0,in Algeria,0
"2,022",September 23,European Nations League D,Estonia,Malta,"1,411","1,245",2,1,in Estonia,0
"2,022",September 23,European Nations League C,Georgia,North Macedonia,"1,644","1,615",2,0,in Georgia,0
"2,022",September 23,European Nations League C,Bulgaria,Gibraltar,"1,473","1,058",5,1,in Bulgaria,0
"2,022",September 23,European Nations League B,Finland,Romania,"1,663","1,574",1,1,in Finland,0
"2,022",September 23,European Nations League B,Bosnia and Herzegovina,Montenegro,"1,635","1,590",1,0,in Bosnia and Herzegovina,0
"2,022",September 23,European Nations League A,Italy,England,"1,950","1,938",1,0,in Italy,0
"2,022",September 23,European Nations League A,Germany,Hungary,"1,989","1,824",0,1,in Germany,0
"2,022",September 24,Friendly tournament,Uganda,Tanzania,"1,414","1,306",0,1,in Libya,1
"2,022",September 24,Friendly,South Africa,Sierra Leone,"1,536","1,357",4,0,in South Africa,0
"2,022",September 24,Friendly,Senegal,Bolivia,"1,670","1,634",2,0,in France,1
"2,022",September 24,Friendly,Peru,Mexico,"1,850","1,810",0,1,in the United States,1
"2,022",September 24,Friendly,Benin,Mauritania,"1,424","1,368",0,1,in Morocco,1
"2,022",September 24,Friendly,Martinique,Guinea-Bissau,"1,390","1,391",1,1,in Martinique,0
"2,022",September 24,Friendly tournament,Maldives,Laos,927,676,3,1,in Brunei,1
"2,022",September 24,Friendly,Kyrgyzstan,Russia,"1,266","1,761",1,2,in Kyrgyzstan,0
"2,022",September 24,Friendly,Ivory Coast,Togo,"1,673","1,319",2,1,in France,1
"2,022",September 24,Friendly,Indonesia,Curaçao,"1,248","1,407",3,2,in Indonesia,0
"2,022",September 24,Friendly tournament,India,Singapore,"1,232","1,117",1,1,in Vietnam,1
"2,022",September 24,Friendly,Hong Kong,Myanmar,"1,146",923,0,0,in Hong Kong,0
